fiscal_year,quarter,organization_id,organization_name,service_provider_id,service_provider_name,service_provider_desc,service_id,service_name,service_provided,transaction_point,channel,rating,reflection,population_size,volume_of_customers_provided_survey_opportunity,volume_of_respondents,sample_size,question_id,question_text,strongly_disagree_num,disagree_num,neutral_num,agree_num,strongly_agree_num,strongly_agree_or_agree_num,point_scale,metric_category
2022,1,2134,U.S. Citizenship and Immigration Services,35,Citizenship and Immigration Services,"U.S. Citizen and Immigration Services (USCIS) is the government agency that oversees lawful immigration to the United States. Every day, USCIS staff adjudicates more than 26,000 requests for immigration benefits, processes refugee applications around the world in support of refugee admissions, responds to 150,000 inquiries and services requests, grants lawful permanent residence to more than 2,500 people and nearly 6,200 Green Cards, and ensures the employment eligibility of 100,000 new hires in the United States.",21,Contacting the USCIS contact center,Contact Center Services,Follow up survey after contact with 1-800 number,computer,TRUE,"The survey data covers the USCIS Contact Center, a multi-tiered operation providing immigration assistance to over 14 million individuals a year. FY22, Q1 experienced an increase in satisfaction in 7 out of 7 survey questions. The percentage gains over FY21 are substantial with the largest improvements observed in the questions “It was easy to complete what I needed to do” (increased from 73.3 to 76.2) and “It took a reasonable amount of time to do what I needed...” (increased 64.7 to 74.7). We addressed the technical issues from FY21 Q3-Q4 with emergency patch fixes. To improve the Contact Center’s performance, our Tier 1 vendor is actively recruiting more agents under a new contract, and the agency continues to refine the Interactive Voice Response (IVR) system’s capabilities and content to give more callers the ability to resolve their inquiry using self-service. For future plans, the agency will be providing more robust online account services to further increase self-service for needs such as address changes, submitting expedite requests and other requests commonly handled by the Contact Center. ",2909720,2909720,12947,12738,2,This interaction increased my confidence in the USCIS Contact Center 1-800 Number.,1480,427,675,1590,8566,10156,4.2,trust
2022,1,2139,Department of Homeland Security,27,Transportation Security Administration,"The Transportation Security Administration (TSA) is responsible for protecting the nation’s transportation systems to ensure freedom of movement for people and commerce. Within TSA, Domestic Aviation Operations is responsible for nearly 440 Federalized airports, screening more than 2 million passengers daily and 750 million every year and Surface Operations secures a wide U.S. transportation network of roadways, railroad tracks, tunnels, ports, and pipelines.",20,Contacting the TSA contact center,TSA Contact Center (TCC) - Phone,Follow-up Survey after Phone Interaction with TSA Contact Center,automated_phone,TRUE,"We continue to see a large discrepancy between our email and phone channel survey results. For email, the question stats were: avg. 2.9, min. 2.4, max 3.4. For phone, the question stats were: avg. 4.6, min. 4.3, max 4.9. The survey is the same for both channels. For email, every 4th contact is offered the survey. For phone, every contact is offered the opportunity to participate prior to entering the wait queue. We reviewed the survey process for each channel in order to identify any issues that could explain the discrepancies noted above. No definitive issues were identified; however, the following changes are being worked on: 1) increase email survey invitation rate, 2) implement QA measures to the email survey process, 3) move phone survey opt-in checkpoint to post-call. For email, the top performing questions were “easily understood the response” (Q6; 3.3) and “professional, courteous, friendly” (Q7; 3.4). The lowest performing questions were “satisfaction w/ TCC” (Q1; 2.7), “confidence in TSA” (Q2; 2.6), and “response resolved inquiry” (Q3; 2.4). Our email channel is seen as professional, courteous, and friendly, but our responses are not consistently answering our customer’s inquiry. For phone, the top performing question was “professional, courteous, friendly” (Q7; 4.9). The lowest performing questions were “response resolved inquiry” (Q3; 4.3) and “easily understood the response” (Q6; 4.3). Our phone channel is seen as highly effective by our customers based on these results; however, we continue to strive towards providing clear, accurate, and thorough responses to 100% of our customers. We are continuing to work closely (continual, daily oversight/ support) with our new TSA Contact Center (TCC) vendor, as we work in partnership to bring their operation to a mature state that meets their service level agreements on a routine basis. Their pain points remain staffing from both an overall perspective (enough to meet the demand), as well as a quality perspective (seasoned, knowledgeable).",71677,71677,8315,8182,2,This interaction increased my confidence in TSA,310,299,676,978,5919,6897,4.45,trust
2022,1,2139,Department of Homeland Security,27,Transportation Security Administration,"The Transportation Security Administration (TSA) is responsible for protecting the nation’s transportation systems to ensure freedom of movement for people and commerce. Within TSA, Domestic Aviation Operations is responsible for nearly 440 Federalized airports, screening more than 2 million passengers daily and 750 million every year and Surface Operations secures a wide U.S. transportation network of roadways, railroad tracks, tunnels, ports, and pipelines.",20,Contacting the TSA contact center,TSA Contact Center (TCC) - Email,Follow-up Survey after Email Interaction with TSA Contact Center,email,TRUE,"We continue to see a large discrepancy between our email and phone channel survey results. For email, the question stats were: avg. 2.9, min. 2.4, max 3.4. For phone, the question stats were: avg. 4.6, min. 4.3, max 4.9. The survey is the same for both channels. For email, every 4th contact is offered the survey. For phone, every contact is offered the opportunity to participate prior to entering the wait queue. We reviewed the survey process for each channel in order to identify any issues that could explain the discrepancies noted above. No definitive issues were identified; however, the following changes are being worked on: 1) increase email survey invitation rate, 2) implement QA measures to the email survey process, 3) move phone survey opt-in checkpoint to post-call. For email, the top performing questions were “easily understood the response” (Q6; 3.3) and “professional, courteous, friendly” (Q7; 3.4). The lowest performing questions were “satisfaction w/ TCC” (Q1; 2.7), “confidence in TSA” (Q2; 2.6), and “response resolved inquiry” (Q3; 2.4). Our email channel is seen as professional, courteous, and friendly, but our responses are not consistently answering our customer’s inquiry. For phone, the top performing question was “professional, courteous, friendly” (Q7; 4.9). The lowest performing questions were “response resolved inquiry” (Q3; 4.3) and “easily understood the response” (Q6; 4.3). Our phone channel is seen as highly effective by our customers based on these results; however, we continue to strive towards providing clear, accurate, and thorough responses to 100% of our customers. We are continuing to work closely (continual, daily oversight/ support) with our new TSA Contact Center (TCC) vendor, as we work in partnership to bring their operation to a mature state that meets their service level agreements on a routine basis. Their pain points remain staffing from both an overall perspective (enough to meet the demand), as well as a quality perspective (seasoned, knowledgeable).",56215,8802,245,245,2,This interaction increased my confidence in TSA,92,38,47,33,35,68,2.51,trust
2022,2,2106,Office of Personnel Management,13,Retirement Services,"Provides benefits for more than 2.7 million annuitants, survivors, and family members.",64,Managing a Federal annuitant retirement account,Services Online,Log Out,computer,TRUE,"Services Online The number of responses for OPM’s Services Online survey increased 46.5 percent from FY 2022 Q1 (27,858) to FY 2022 Q2 (40,813). Q2 typically reflects the highest site activity for the fiscal year due to the availability of the Annual Annuity Notice and 1099R tax forms on the site. From Q1 to Q2, results for all seven measures slightly decreased: satisfaction (4.44 to 4.36), trust (4.35 to 4.28), effectiveness (4.45 to 4.34), ease (4.4 to 4.28), efficiency (4.36 to 4.26), transparency (4.5 to 4.45) and website helpfulness (4.4 to 4.3). Responses to the open-ended question “How can we improve our site?” did not reveal one issue that stands out for the decrease, but rather several themes related to printing, password resets, and call center hold times. During Q2, 34 percent of respondents indicated that they came to the site to view their Annuity statement, 23 percent to view/print their 1099R, and 9 percent to change Federal/state tax.",1751573,1450665,40813,40813,2,This interaction increased my confidence in Services Online,2401,1357,4308,7198,25549,32747,4.28,trust
2022,2,2106,Office of Personnel Management,12,Federal Employment Services,"Every day, USAJobs hosts over 900 jobs and manages 6 million profiles. The platform has over 200 million site visits a year.",17,Applying to Federal job opportunities,USAJOBS Mobile,Visit 3 or more pages on the website,mobile,TRUE,"Overall satisfaction: In Q2 of FY 2022 the satisfaction scores for both the USAJOBS desktop and mobile applications stayed fairly consistent with that of Q1 of FY 2022 as well as those of FY 2021. For the desktop survey, overall satisfaction scores dropped from 3.9 to 3.85 from Q1 to Q2. For the mobile, however, it rose from 4.17 (Q1) to 4.23 (Q2). In both cases, the changes of .05 points were minimal. The drivers of satisfaction (effectiveness, ease, efficiency, transparency, and website helpfulness) in both the desktop and mobile surveys also stayed within a consistent range from Q1 to Q2 of FY 2022. In all cases for these questions, as well as the Confidence/Trust question, scores rose slightly for the mobile survey and dropped slightly for the desktop survey from FY 2022 Q1 to Q2. All score changes were minimal.",10399652,4643,2578,2539,2,This interaction increased my confidence in USAJOBS.,123,110,388,590,1328,1918,4.14,trust
2022,2,2106,Office of Personnel Management,12,Federal Employment Services,"Every day, USAJobs hosts over 900 jobs and manages 6 million profiles. The platform has over 200 million site visits a year.",17,Applying to Federal job opportunities,USAJOBS Desktop,Visit 3 or more pages on the website,computer,TRUE,"Overall satisfaction: In Q2 of FY 2022 the satisfaction scores for both the USAJOBS desktop and mobile applications stayed fairly consistent with that of Q1 of FY 2022 as well as those of FY 2021. For the desktop survey, overall satisfaction scores dropped from 3.9 to 3.85 from Q1 to Q2. For the mobile, however, it rose from 4.17 (Q1) to 4.23 (Q2). In both cases, the changes of .05 points were minimal. The drivers of satisfaction (effectiveness, ease, efficiency, transparency, and website helpfulness) in both the desktop and mobile surveys also stayed within a consistent range from Q1 to Q2 of FY 2022. In all cases for these questions, as well as the Confidence/Trust question, scores rose slightly for the mobile survey and dropped slightly for the desktop survey from FY 2022 Q1 to Q2. All score changes were minimal.",10891814,5250,1781,1711,2,This interaction increased my confidence in USAJOBS.,162,122,381,420,626,1046,3.72,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",6,Filing an initial application form for a trademark registration,U.S. Trademarks mobile website,Online survey,mobile,TRUE,"71.4% of trademark customers at the application step of the journey are satisfied with their experience. For the 12.5% of dissatisfied customers, these trends emerge: * Log in, authentication, and session timeout issues * Some user interfaces (e.g., TESS and TEAS) are difficult to use and undermine customer trust in USPTO ",1353021,364617,90,90,2,This interaction increased my confidence in the USPTO.,7,4,12,10,57,67,4.18,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",6,Filing an initial application form for a trademark registration,U.S. Trademarks desktop website,www.uspto.gov,computer,TRUE,"71.4% of trademark customers at the application step of the journey are satisfied with their experience. For the 12.5% of dissatisfied customers, these trends emerge: * Log in, authentication, and session timeout issues * Some user interfaces (e.g., TESS and TEAS) are difficult to use and undermine customer trust in USPTO ",6464352,389043,213,213,2,This interaction increased my confidence in the USPTO.,12,12,50,60,79,139,3.85,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",6,Filing an initial application form for a trademark registration,Trademark Electronic Search System (TESS),https://tmsearch.uspto.gov/,computer,TRUE,"71.4% of trademark customers at the application step of the journey are satisfied with their experience. For the 12.5% of dissatisfied customers, these trends emerge: * Log in, authentication, and session timeout issues * Some user interfaces (e.g., TESS and TEAS) are difficult to use and undermine customer trust in USPTO ",749726,262404,899,899,2,My interaction with TESS increased my trust in the USPTO.,39,44,203,217,396,613,3.99,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",6,Filing an initial application form for a trademark registration,General trademark assistance via phone (TAC),Within one week of call,email,TRUE,"71.4% of trademark customers at the application step of the journey are satisfied with their experience. For the 12.5% of dissatisfied customers, these trends emerge: * Log in, authentication, and session timeout issues * Some user interfaces (e.g., TESS and TEAS) are difficult to use and undermine customer trust in USPTO ",26145,1720,110,110,2,Please rate your level of confidence in the Trademark Assistance Center.,3,0,5,7,95,102,4.74,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",6,Filing an initial application form for a trademark registration,First office action during Trademark application prosecution,Within one week of receiving first office action,email,TRUE,"71.4% of trademark customers at the application step of the journey are satisfied with their experience. For the 12.5% of dissatisfied customers, these trends emerge: * Log in, authentication, and session timeout issues * Some user interfaces (e.g., TESS and TEAS) are difficult to use and undermine customer trust in USPTO ",71513,14182,220,220,2,This interaction increased my confidence in the USPTO.,59,28,45,41,47,88,2.95,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",6,Filing an initial application form for a trademark registration,USPTO.gov account login,Login and customized customer dashboard,computer,TRUE,"71.4% of trademark customers at the application step of the journey are satisfied with their experience. For the 12.5% of dissatisfied customers, these trends emerge: * Log in, authentication, and session timeout issues * Some user interfaces (e.g., TESS and TEAS) are difficult to use and undermine customer trust in USPTO ",4337645,644626,94,94,2,This interaction increased my confidence in the USPTO.,12,4,15,19,44,63,3.84,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",6,Filing an initial application form for a trademark registration,Trademark Electronic Filing System (TEAS),24-48 hours after filing a form customers are sent a survey invitation email,computer,TRUE,"71.4% of trademark customers at the application step of the journey are satisfied with their experience. For the 12.5% of dissatisfied customers, these trends emerge: * Log in, authentication, and session timeout issues * Some user interfaces (e.g., TESS and TEAS) are difficult to use and undermine customer trust in USPTO ",137784,6833,607,607,2,This interaction increased my confidence in the USPTO.,15,26,160,169,237,406,3.97,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",5,Applying for a Patent,U.S. Patents mobile website,Online survey,mobile,TRUE,"Patents' contact center survey captures feedback for all 7 contact centers and help desks within Patents. This past quarter, the overall customer satisfaction score for Patents contact centers was 84%, a decrease of 2% over previous quarter. Patents exceeds industry benchmarks for live-agent contact and continues to exceed its internal target customer satisfaction score of ≥82%. Additionally, the authenticated website respondents' overall satisfaction increased by 1% points over previous quarter; desktop respondents' overall satisfaction increased by 1% point over previous quarter; and mobile respondents' overall satisfaction decreased by 6% points over previous quarter (About ¾ of respondents to mobile survey this quarter were first time or very infrequent visitors. Their satisfaction is ~10% lower than weekly or monthly visitors).",1353021,167436,159,159,2,This interaction increased my confidence in the USPTO.,16,11,29,43,60,103,3.75,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",5,Applying for a Patent,U.S. Patents desktop website,www.uspto.gov,computer,TRUE,"Patents' contact center survey captures feedback for all 7 contact centers and help desks within Patents. This past quarter, the overall customer satisfaction score for Patents contact centers was 84%, a decrease of 2% over previous quarter. Patents exceeds industry benchmarks for live-agent contact and continues to exceed its internal target customer satisfaction score of ≥82%. Additionally, the authenticated website respondents' overall satisfaction increased by 1% points over previous quarter; desktop respondents' overall satisfaction increased by 1% point over previous quarter; and mobile respondents' overall satisfaction decreased by 6% points over previous quarter (About ¾ of respondents to mobile survey this quarter were first time or very infrequent visitors. Their satisfaction is ~10% lower than weekly or monthly visitors).",6464352,305859,764,764,2,This interaction increased my confidence in the USPTO.,54,48,216,226,220,446,3.67,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",5,Applying for a Patent,Patents customer support via phone,Within one week of call,email,TRUE,"Patents' contact center survey captures feedback for all 7 contact centers and help desks within Patents. This past quarter, the overall customer satisfaction score for Patents contact centers was 84%, a decrease of 2% over previous quarter. Patents exceeds industry benchmarks for live-agent contact and continues to exceed its internal target customer satisfaction score of ≥82%. Additionally, the authenticated website respondents' overall satisfaction increased by 1% points over previous quarter; desktop respondents' overall satisfaction increased by 1% point over previous quarter; and mobile respondents' overall satisfaction decreased by 6% points over previous quarter (About ¾ of respondents to mobile survey this quarter were first time or very infrequent visitors. Their satisfaction is ~10% lower than weekly or monthly visitors).",58442,12340,933,933,2,Please rate your confidence in USPTO as a result of this customer service experience.,63,43,59,154,614,768,4.3,trust
2022,2,2138,Department of Commerce,3,United States Patent and Trademark Office,"The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%.",5,Applying for a Patent,Authenticated login to USPTO website,myuspto.gov,computer,TRUE,"Patents' contact center survey captures feedback for all 7 contact centers and help desks within Patents. This past quarter, the overall customer satisfaction score for Patents contact centers was 84%, a decrease of 2% over previous quarter. Patents exceeds industry benchmarks for live-agent contact and continues to exceed its internal target customer satisfaction score of ≥82%. Additionally, the authenticated website respondents' overall satisfaction increased by 1% points over previous quarter; desktop respondents' overall satisfaction increased by 1% point over previous quarter; and mobile respondents' overall satisfaction decreased by 6% points over previous quarter (About ¾ of respondents to mobile survey this quarter were first time or very infrequent visitors. Their satisfaction is ~10% lower than weekly or monthly visitors).",4337645,429384,257,257,2,This interaction increased my confidence in the USPTO.,15,21,56,69,96,165,3.82,trust
2022,2,2098,Department of Agriculture,36,Farm Service Agency,"The Farm Service Agency (FSA) serves all farmers, ranchers, and agricultural partners through the delivery of effective, efficient agricultural programs for all Americans. There were 2.02 million U.S. farms in 2020. With 51 state offices and over 2,000 county offices, including offices in U.S. territories, FSA implements farm programs and farm loans to farmers and ranchers across the country. This past year, FSA obligated more than $7.5 billion in direct and guaranteed farm ownership and operating loans, including more than $3.4 billion for beginning farmers, an agency record.",3,Finding information about programs on the website.,Farm Loan information delivered through Farmers.gov and FSA webpages,Feedback button or Intercept Survey,mixed,TRUE,"The Farm Service Agency (FSA) offers guaranteed and direct farm ownership and operating loans for small and family-owned farms and ranches. The customer experience feedback data reported here was collected from January to March of 2022. During that time about 40 percent of the website feedback FSA received was provided from a Farm Loan webpage or blog post, reflecting the public’s interest in access to business credit and financing for small and family-owned farms and ranches. More than 75% of surveyed visitors indicated that they were at least somewhat satisfied with the farm loan webpages they interacted with. Additionally, about 65% indicated that their visit to the webpage increased their trust in the farmers.gov product to meet their needs. Results show that improvements to the effectiveness of the farm loans webpages to complete what customers need, and ease of the process to find the information, could further increase trust in the website. On December 13th, the President issued the Executive Order on Transforming Federal Customer Experience and Service Delivery to Rebuild Trust in Government. Part of this announcement includes a commitment from the USDA to improve access to farm loans through digital tools, saving time, reducing unnecessary paperwork, and avoiding unnecessary trips to the county office to improve the overall experience. ",21971,210,193,185,2,This visit increased my confidence in the website.,14,17,24,34,96,130,3.98,trust
2022,2,2098,Department of Agriculture,2,Natural Resources Conservation Service,"The Natural Resources Conservation Service (NRCS) works with farmers, ranchers and forest landowners across the country to help them boost agricultural productivity and protect our natural resources through conservation In 2020, NRCS worked with producers to develop more than 100,000 conservation plans as well as place conservation practices and enhancements on more than 19 million acres.",3,Finding information about programs on the website.,Finding NRCS Conservation Program information on the Farmers.gov or NRCS websites,Feedback button or Intercept after a couple minutes of activity for 30% of customers,computer,TRUE,"The Natural Resources Conservation Service (NRCS) provides financial assistance to farmers and ranchers through voluntary conservation programs, such as the Environmental Quality Incentive Program (EQIP). Customer Experience feedback was received from 132 customers between January and March of 2022. Of these customers, there were 15 customers that provided feedback in the farmers.gov website through the NRCS conservation or soil program pages. The other 117 customers went directly to the NRCS website for information and provided feedback. Almost 75% of customers were at least somewhat satisfied with their visit to the website. Results show that the time required to find the information, effectiveness of the service, and ease of the process are closely aligned with the level of confidence customers felt after their interaction. Farmers, ranchers, forest landowners and Tribes have indicated that program complexity and application process timelines are excessive. NRCS is committed to addressing schedule and format concerns for small production needs; inadequate program assistance for urban agriculture and to address conservation program timelines to align with the financial assistance needs of producers.",3938,151,132,132,2,This visit increased my confidence in the website.,20,15,35,19,43,62,3.38,trust
2022,2,2098,Department of Agriculture,5,Recreation.gov,"Recreation.gov provides a gateway to discover our nation's hidden treasures and engage in timeless outdoor recreation and cultural activities. 21,000,000+ users, reserve experiences at over 4,200 facilities and 113,000 individual sites across the country.",7,Reserving a campsite on Recreation.gov,Recreation.gov,"25% of website users are presented with the survey after visiting 5 pages, and spending more than one minute on the site",computer,TRUE,"The overall satisfaction score was slightly up and respondents were more likely to have accomplished their goal when visiting the site from last year at this time. Our overall contact center satisfaction rates are also up (over 80%), and well above the industry benchmark (75%). The number of people reaching out to the contact center is also down YOY, indicating that people are making online reservations without assistance. Our teams are focusing on Cx initiatives, which are either in progress or in an exploration phase: 1) Help getting started; first-time visitors tend to be less satisfied. 2) Findability; the #2 task failure is difficulty finding information. 3) Customer engagement; seeking opportunities to educate, build loyalty, and improve on-site experience. 4) Accessibility; making it easier to find accessible campsites. 5) Working to reduce confusion with Help Center articles and other resources. 6) Reducing no-shows at campsites. ",9364828,0,4832,100,2,This interaction increased my confidence in Recreation.gov,17,8,13,18,44,62,3.64,trust
2022,2,2111,Department of Education,15,Federal Student Aid,"Federal Student Aid (FSA) seeks to ensure that all eligible individuals can benefit from Federal financial assistance for education beyond high school. FSA provides more than $120 billion in grants, work-study, and loan funds each year to help pay for college or career school. FSA processes approximately 20 million FAFSA submissions annually.",22,Applying for Financial Aid,myStudentAid app,At FAFSA submission,mobile,TRUE,"For the FAFSA (housed on studentaid.gov (web)) customer satisfaction survey, more respondents provided a highest score (i.e., strongly agree) in Fiscal Year (FY) 2022 second quarter when compared to the 1st quarter across all 7 metrics. For 6 of the 7 metrics (except efficiency), more than 60% of respondents, provided the highest scores (i.e., strongly agree). Similarly for the myStudentAid App (mobile FAFSA) survey, across all seven metrics, there was an increase in respondents providing the highest scores (i.e., strongly agree) when comparing the Fiscal Year (FY) 2022 2nd to the FY 2022 1st quarter. For all seven metrics, more than 60% of survey respondents provided the highest scores (strongly agree). ",154000,154000,1000,930,2,"Using a scale of 1 to 10 where '1' means 'not at all likely' and '10' means 'very likely', how likely would you be to use the myStudentAid App to apply for federal student aid in the future?  (myStudentAid App mobile FAFSA)",20,10,50,110,740,850,4.66,trust
2022,2,2111,Department of Education,15,Federal Student Aid,"Federal Student Aid (FSA) seeks to ensure that all eligible individuals can benefit from Federal financial assistance for education beyond high school. FSA provides more than $120 billion in grants, work-study, and loan funds each year to help pay for college or career school. FSA processes approximately 20 million FAFSA submissions annually.",22,Applying for Financial Aid,FAFSA.gov,at FAFSA submission,computer,TRUE,"For the FAFSA (housed on studentaid.gov (web)) customer satisfaction survey, more respondents provided a highest score (i.e., strongly agree) in Fiscal Year (FY) 2022 second quarter when compared to the 1st quarter across all 7 metrics. For 6 of the 7 metrics (except efficiency), more than 60% of respondents, provided the highest scores (i.e., strongly agree). Similarly for the myStudentAid App (mobile FAFSA) survey, across all seven metrics, there was an increase in respondents providing the highest scores (i.e., strongly agree) when comparing the Fiscal Year (FY) 2022 2nd to the FY 2022 1st quarter. For all seven metrics, more than 60% of survey respondents provided the highest scores (strongly agree). ",5100000,224000,2300,2240,2,"Using a scale of 1 to 10 where '1' means 'not at all likely' and '10' means 'very likely', how likely would you be to use the Web site to apply for federal student aid in the future?   (FAFSA.gov)",90,40,140,230,1740,1970,4.56,trust
2022,2,2139,Department of Homeland Security,8,Federal Emergency Management Agency,"FEMA’s mission is to help people before, during and after disasters. 2020 set a new annual record of 22 “billion dollar” disasters - for the first time in the history, FEMA responded to simultaneous disasters in Washington, D.C., five territories and all 50 states for a record 230 presidentially declared emergencies, supporting more than 25 million people affected by natural disasters.",12,Applying for disaster assistance,Customer Experience,Follow-up Survey after Registering for Assistance with a FEMA Rep or Online,computer,TRUE,"During the second quarter of Fiscal Year (FY) 2022, FEMA received 314 customer experience survey responses from survivors of 11 Presidentially declared disasters (DRs: 4614-NJ, 4615-NY, 4618-PA, 4626-MS, 4629-CT, 4630-KY, 4632-AL, 4633-AR, 4634-CO, 4635-WA, and 4637-TN). Customer satisfaction with employee helpfulness remained FEMA's top performing area. The area that needs the most improvement continues to be addressing customer needs. This e-mail only customer satisfaction survey has now been utilized for three quarters (since FY21 Q4). In this quarter, satisfaction across all questions decreased, returning to rates similar to fourth quarter of FY 2021. This may be due to the mix of disasters surveyed also returning to mostly severe storms, tornadoes, and flooding events, which accounted for 67% of the survey responses. This is unlike last quarter, where 89% of the survey responses were related to hurricane events. FEMA has been working to supplement quantitative data from surveys like this one with qualitative data to provide a more holistic picture of the survivor experience. For example, a project to revise our outbound letters that we send to disaster survivors, as well as an effort underway to reimagine how survivors experience direct housing are both leveraging survivor focus groups to inform changes to how we deliver services to survivors. Additionally, FEMA recently organized opportunities for FEMA SES leaders to observe real time calls into FEMA’s helpline with the goal of deepening their understanding of survivor experience and disaster impacts on individuals, families and communities.",250385,2205,314,101,2,This interaction increased my confidence in FEMA.,20,11,13,18,39,57,3.45,trust
2022,2,2139,Department of Homeland Security,27,Transportation Security Administration,"The Transportation Security Administration (TSA) is responsible for protecting the nation’s transportation systems to ensure freedom of movement for people and commerce. Within TSA, Domestic Aviation Operations is responsible for nearly 440 Federalized airports, screening more than 2 million passengers daily and 750 million every year and Surface Operations secures a wide U.S. transportation network of roadways, railroad tracks, tunnels, ports, and pipelines.",20,Contacting the TSA contact center,TSA Contact Center (TCC) - Email,Follow-up Survey after Email Interaction with TSA Contact Center,email,TRUE,"We continue to see a large discrepancy between our email and phone channel survey results. The survey is the same for both channels. We previously reviewed the survey process for each channel in order to identify any issues. The following changes were implemented based on that review: 1) increased email survey invitation rate from 25% to 100%, 2) added QA measures to the email survey process to validate outgoing invites, 3) moved phone survey opt-in checkpoint to post-call. Since these changes, participation has increased (email up 15%; phone up 8%). We are continuing to work closely (continual, daily oversight/ support) with our new TSA Contact Center (TCC) vendor, as we work in partnership to bring their operation to a mature state that meets their service level agreements on a routine basis. Their pain points remain staffing from both an overall perspective (enough to meet the demand), as well as a quality perspective (seasoned, knowledgeable).",52959,27472,4981,4981,2,This interaction increased my confidence in TSA,1161,696,1048,1066,1010,2076,3.01,trust
